2019-08-02;2019-08-02 20:35:29;127.0.0.1;;;;
2019-08-02;2019-08-02 20:35:33;127.0.0.1;;;;
2019-08-02;2019-08-02 20:41:12;127.0.0.1;;;;
2019-08-02;2019-08-02 20:44:30;127.0.0.1;;;;
2019-08-02;2019-08-02 20:49:49;127.0.0.1;;;;
2019-08-02;2019-08-02 20:50:17;127.0.0.1;;;;
2019-08-02;2019-08-02 20:50:17;127.0.0.1;;;;
2019-08-02;2019-08-02 20:50:26;127.0.0.1;;;;
2019-08-02;2019-08-02 20:50:26;127.0.0.1;;;;
2019-08-02;2019-08-02 20:50:35;127.0.0.1;;;;
2019-08-02;2019-08-02 20:50:35;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:12;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:12;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:15;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:15;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:24;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:24;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:48;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:48;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:49;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:50;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:56;127.0.0.1;;;;
2019-08-02;2019-08-02 20:51:56;127.0.0.1;;;;
2019-08-02;2019-08-02 20:52:02;127.0.0.1;;;;
2019-08-02;2019-08-02 20:52:03;127.0.0.1;;;;
2019-08-02;2019-08-02 20:52:09;127.0.0.1;;;;
2019-08-02;2019-08-02 20:52:13;127.0.0.1;;;;
2019-08-02;2019-08-02 20:53:30;127.0.0.1;;;;
2019-08-02;2019-08-02 20:54:13;127.0.0.1;;;;
2019-08-02;2019-08-02 20:54:17;127.0.0.1;;;;
2019-08-02;2019-08-02 20:55:06;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:07;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:07;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:18;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:18;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:20;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:20;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:25;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:25;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:32;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:32;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:47;127.0.0.1;;;;
2019-08-02;2019-08-02 20:56:47;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:46;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:46;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:49;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:49;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:52;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:53;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:56;127.0.0.1;;;;
2019-08-02;2019-08-02 20:57:57;127.0.0.1;;;;
2019-08-02;2019-08-02 20:58:10;127.0.0.1;;;;
2019-08-02;2019-08-02 20:58:10;127.0.0.1;;;;
2019-08-02;2019-08-02 20:58:33;127.0.0.1;;;;
