2019-07-30;2019-07-30 12:38:23;127.0.0.1;;;;
2019-07-30;2019-07-30 12:38:25;127.0.0.1;;;;
2019-07-30;2019-07-30 12:38:53;127.0.0.1;;;;
2019-07-30;2019-07-30 12:46:40;127.0.0.1;;;;
2019-07-30;2019-07-30 12:49:28;127.0.0.1;;;;
2019-07-30;2019-07-30 12:58:07;127.0.0.1;;;;
2019-07-30;2019-07-30 13:00:08;127.0.0.1;;;;
2019-07-30;2019-07-30 13:03:30;127.0.0.1;;;;
2019-07-30;2019-07-30 13:03:35;127.0.0.1;;;;
2019-07-30;2019-07-30 13:03:36;127.0.0.1;;;;
2019-07-30;2019-07-30 13:03:37;127.0.0.1;;;;
2019-07-30;2019-07-30 13:03:38;127.0.0.1;;;;
2019-07-30;2019-07-30 13:03:39;127.0.0.1;;;;
2019-07-30;2019-07-30 13:03:55;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:07;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:07;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:08;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:15;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:54;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:55;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:56;127.0.0.1;;;;
2019-07-30;2019-07-30 13:04:59;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:02;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:06;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:06;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:08;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:10;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:24;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:29;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:39;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:41;127.0.0.1;;;;
2019-07-30;2019-07-30 13:05:50;127.0.0.1;;;;
