2019-08-05;2019-08-05 15:27:05;127.0.0.1;;;;
2019-08-05;2019-08-05 15:27:37;127.0.0.1;;;;
2019-08-05;2019-08-05 15:27:43;127.0.0.1;;;;
2019-08-05;2019-08-05 15:27:49;127.0.0.1;;;;
2019-08-05;2019-08-05 15:28:18;127.0.0.1;;;;
2019-08-05;2019-08-05 15:28:20;127.0.0.1;;;;
2019-08-05;2019-08-05 15:28:21;127.0.0.1;;;;
2019-08-05;2019-08-05 15:28:22;127.0.0.1;;;;
2019-08-05;2019-08-05 15:28:24;127.0.0.1;;;;
2019-08-05;2019-08-05 15:28:27;127.0.0.1;;;;
2019-08-05;2019-08-05 15:28:33;127.0.0.1;;;;
2019-08-05;2019-08-05 15:30:07;127.0.0.1;;;;
2019-08-05;2019-08-05 15:30:08;127.0.0.1;;;;
2019-08-05;2019-08-05 15:30:25;127.0.0.1;;;;
2019-08-05;2019-08-05 15:30:28;127.0.0.1;;;;
2019-08-05;2019-08-05 15:30:32;127.0.0.1;;;;
2019-08-05;2019-08-05 15:31:13;127.0.0.1;;;;
2019-08-05;2019-08-05 15:31:15;127.0.0.1;;;;
2019-08-05;2019-08-05 18:01:21;127.0.0.1;;;;
2019-08-05;2019-08-05 18:01:23;127.0.0.1;;;;
2019-08-05;2019-08-05 18:01:24;127.0.0.1;;;;
2019-08-05;2019-08-05 18:01:26;127.0.0.1;;;;
2019-08-05;2019-08-05 18:01:42;127.0.0.1;;;;
